ELCODE,Group_,CommonName,ScientificName,Terrestrial_Aquatic,BBA_Density,BBA_Other,eBird,SDM,NALCC_Landscape_Capability,NALCC_Suitable_Habitat,EO_Data,CPP,AppLCC_caves,Xerces,Habitat_Associations,PARS,PGC_Databases,Citizen_Science,Notes,F21,F22,F23,F24,F25,F26,OBJECTID,SNAME,Cnt_SNAME,First_TaxaGroup,First_ELCODE,First_SCOMNAME
IILEYC0140,Lepidoptera,Yellow Stoneroot Borer Moth,Papaipema astuta,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,,n/a ,,"BAMONA, iNaturalist",,,,,,,,532,,,,,
IILEYC0010,Lepidoptera,,Papaipema cerina,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,,n/a ,,"BAMONA, iNaturalist",,,,,,,,533,,,,,
IILEYC0360,Lepidoptera,Dark Stoneroot Borer,Papaipema duplicata,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,,n/a ,,"BAMONA, iNaturalist",,,,,,,,534,,,,,
IILEYC0320,Lepidoptera,Ash-tip Borer,Papaipema furcata,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,,n/a ,,"BAMONA, iNaturalist",,,,,,,,535,,,,,
IILEYC0440,Lepidoptera,Vernonia Borer Moth,Papaipema limpida,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,,n/a ,,"BAMONA, iNaturalist",,,,,,,,536,,,,,
IILEYC0160,Lepidoptera,Loosestife Borer,Papaipema lysimachiae,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,,n/a ,,"BAMONA, iNaturalist",,,,,,,,537,,,,,
IILEYC0290,Lepidoptera,Brick-red Borer Moth,Papaipema marginidens,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,"BAMONA, iNaturalist",,,,,,,,538,,,,,
IILEYC0370,Lepidoptera,Maritime Sunflower Borer Moth,Papaipema maritima,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,,n/a ,,"BAMONA, iNaturalist",,,,,,,,539,,,,,
IILEYC0340,Lepidoptera,Sunflower Borer Moth,Papaipema necopina,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,,n/a ,,"BAMONA, iNaturalist",,,,,,,,540,,,,,
IILEYC0390,Lepidoptera,Coneflower Borer,Papaipema nelita,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,,n/a ,,"BAMONA, iNaturalist",,,,,,,,541,,,,,
IILEYC0X20,Lepidoptera,Ostrich Fern Borer,Papaipema sp. 2 nr. pterisii,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,,n/a ,,"BAMONA, iNaturalist",,,,,,,,542,,,,,
IILEYBZ010,Lepidoptera,Buffalo Moth,Parapamea buffaloensis,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,,n/a ,,"BAMONA, iNaturalist",,,,,,,,543,,,,,
ABPBX10030,Birds,Louisiana Waterthrush,Parkesia motacilla,Terrestrial,Yes,Yes,,n/a,https://nalcc.databasin.org/maps/d4da1730b27b411dbeb6260f3c1158f8,n/a ,n/a,n/a,n/a ,n/a,,n/a ,,,such strong association with streams; consider for Aquatic?,,,,,,,544,,,,,
ABPBX10020,Birds,Northern Waterthrush,Parkesia noveboracensis,Terrestrial,n/a,Yes,Maybe,n/a,https://nalcc.databasin.org/maps/d4da1730b27b411dbeb6260f3c1158f8,n/a ,n/a,n/a,n/a ,n/a,,n/a ,,,,,,,,,,545,,,,,
ABPBX99010,Birds,Savannah Sparrow,Passerculus sandwichensis,Terrestrial,Yes,Yes,,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,,n/a ,,,,,,,,,,546,,,,,
IMGAS95260,Snails,Proud Globelet,Patera pennsylvanica,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,n/a,n/a ,n/a,,n/a ,,iNaturalist,,,,,,,,547,,,,,
AFCQC04460,Fish,Chesapeake Logperch,Percina bimaculata,Aquatic,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,,,,,,,,,548,,,,,
AFCQC04120,Fish,Longhead Darter,Percina macrocephala,Aquatic,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,,,,,,,,,549,,,,,
AFCQC04220,Fish,Shield Darter,Percina peltata,Aquatic,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,,n/a ,,,,,,,,,,550,,,,,
AMACC03020,Mammals,Tricolored Bat,Perimyotis subflavus,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,n/a,n/a ,n/a,,n/a ,,,,,,,,,,551,,,,,
IIPLE1V010,Stoneflies,Striped Stone,Perlinella drymo,Aquatic,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,Maybe,n/a ,,iNaturalist,,,,,,,,552,,,,,
AMAFF03042,Mammals,Prairie Deer Mouse,Peromyscus maniculatus bairdii,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,,n/a ,,,,,,,,,,553,,,,,
ILARA28010,Spiders,Subterranean Sheetweb Spider,Phanetta subterranea,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,Maybe,n/a ,,iNaturalist,,,,,,,,554,,,,,
IILEY6T030,Lepidoptera,An Oak Moth,Phoberia ingenua,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,"BAMONA, iNaturalist",,,,,,,,555,,,,,
IMGASL9030,Snails,Vernal Physa,Physa vernalis,Aquatic,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,Maybe,n/a ,,iNaturalist,,,,,,,,556,,,,,
ABPBX74030,Birds,Eastern Towhee,Pipilo erythrophthalmus,Terrestrial,Yes,Yes,Yes,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,,n/a ,,,,,,,,,,557,,,,,
ABPBX45040,Birds,Scarlet Tanager,Piranga olivacea,Terrestrial,Yes,Yes,,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,,n/a ,,,,,,,,,,558,,,,,
ABPBX45030,Birds,Summer Tanager,Piranga rubra,Terrestrial,n/a,Yes,Maybe,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,,,,,,,,,559,,,,,
IILEU3G020,Lepidoptera,Purple Plagodis,Plagodis kuetzingi,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,,n/a ,,"BAMONA, iNaturalist",,,,,,,,560,,,,,
ARACH01011,Reptiles,Northern Coal Skink,Plestiodon anthracinus anthracinus,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,Yes,,,,,,,,,,561,,,,,
ARACH01080,Reptiles,Broadhead Skink,Plestiodon laticeps,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,Yes,,,,,,,,,,562,,,,,
AAAAD12390,Amphibians,Northern Ravine Salamander,Plethodon electromorphus,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,,Yes,,,,,,,,,,563,,,,,
IMGAS20290,Snails,Sprite Elimia,Pleurocera proxima,Aquatic,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,Maybe,n/a ,,iNaturalist,,,,,,,,564,,,,,
ABNCA03010,Birds,Horned Grebe,Podiceps auritus,Terrestrial,n/a,n/a,Yes,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,,n/a ,,,,,,,,,,565,,,,,
ABNCA03020,Birds,Red-necked Grebe,Podiceps grisegena,Aquatic,n/a,n/a,Yes,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,,n/a ,,,,,,,,,,566,,,,,
ABNCA02010,Birds,Pied-billed Grebe,Podilymbus podiceps,Terrestrial,n/a,n/a,Yes,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,,,,,,,,,567,,,,,
IILEK0E020,Lepidoptera,Lilac borer,Podosesia syringae,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,,n/a ,,"BAMONA, iNaturalist",,,,,,,,568,,,,,
IILEPK5040,Lepidoptera,Green Comma,Polygonia faunus,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,,n/a ,,"BAMONA, iNaturalist",,,,,,,,569,,,,,
AFCAB01010,Fish,Paddlefish,Polyodon spathula ,Aquatic,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,,n/a ,,,,,,,,,,570,,,,,
IMGASJ9060,Snails,--,Pomatiopsis lapidaria,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,Maybe,n/a ,,iNaturalist,,,,,,,,571,,,,,
ABPBX95010,Birds,Vesper Sparrow,Pooecetes gramineus,Terrestrial,n/a,Yes,Maybe,n/a,n/a ,n/a ,Yes,n/a,n/a ,n/a,,n/a ,,,,,,,,,,572,,,,,
ILARA21010,Spiders,Appalachian Cave Spider,Porrhomma cavernicola,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,Maybe,n/a ,,iNaturalist,,,,,,,,573,,,,,
ABNME08020,Birds,Sora,Porzana carolina,Terrestrial,n/a,Yes,Maybe,Yes - PNHP SGCN,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,,,,,,,,,574,,,,,
IMBIV37070,Mussels,Pink Papershell,Potamilus ohiensis,Aquatic,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,,n/a ,,,,,,,,,,575,,,,,
ABPAU01010,Birds,Purple Martin,Progne subis,Terrestrial,n/a,Yes,Maybe,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,,n/a ,,,,,,,,,,576,,,,,
IMGASN1010,Snails,Sharp Sprite,Promenetus exacuous,Aquatic,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,Maybe,n/a ,,iNaturalist,,,,,,,,577,,,,,
IILEYCKX20,Lepidoptera,A Noctuid Moth,Properigea costa,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,"BAMONA, iNaturalist",,,,,,,,578,,,,,
ABPBX07010,Birds,Prothonotary Warbler,Protonotaria citrea,Terrestrial,n/a,Yes,Maybe,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,,,,,,,,,579,,,,,
AAABC05010,Amphibians,Mountain Chorus Frog,Pseudacris brachyphona,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,Yes,,,,,,,,,,580,,,,,
AAABC05120,Amphibians,Upland Chorus Frog,Pseudacris feriarum,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,n/a,n/a ,n/a,,Yes,,,,,,,,,,581,,,,,
AAABC05140,Amphibians,New Jersey Chorus Frog,Pseudacris kalmi,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,Yes,,,,,,,,,,582,,,,,
AAABC05150,Amphibians,Western Chorus Frog,Pseudacris triseriata,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,,Yes,,,,,,,,,,583,,,,,
#N/A,Ground Beetles,Pennsylvania Cave Beetle,Pseudanophthalmus sp. nov.,Subterranean,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,Yes - dataset is forthcoming,n/a,Maybe,n/a ,,iNaturalist,,,,,,,,584,,,,,
ARAAD07050,Reptiles,Eastern Redbelly Turtle,Pseudemys rubriventris,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,Yes,,,,,,,,,,585,,,,,
AAAAD13014,Amphibians,Eastern Mud Salamander,Pseudotriton montanus montanus,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,Yes,,,,,,,,,,586,,,,,
IMGAS17030,Snails,Moss Chrysalis Snail,Pupilla muscorum,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,Maybe,n/a ,,iNaturalist,,,,,,,,587,,,,,
IMGAS16010,Snails,White-lip Dagger,Pupoides albilabris,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,n/a,n/a ,n/a,,n/a ,,iNaturalist,,,,,,,,588,,,,,
IILEYMK010,Lepidoptera,Aureolaria Seed Borer,Pyrrhia aurantiago,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,,n/a ,,"BAMONA, iNaturalist",,,,,,,,589,,,,,
ABNME05020,Birds,King Rail,Rallus elegans,Terrestrial,n/a,Yes,Maybe,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,,,,,,,,,590,,,,,
ABNME05030,Birds,Virginia Rail,Rallus limicola,Terrestrial,n/a,Yes,Maybe,Yes - PNHP SGCN,https://nalcc.databasin.org/maps/d4da1730b27b411dbeb6260f3c1158f8,n/a ,Yes,n/a,n/a ,n/a,,n/a ,,,,,,,,,,591,,,,,
ARADB27040,Reptiles,Queen Snake,Regina septemvittata,Aquatic,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,Yes,,,,,,,,,,592,,,,,
IITRI19310,Caddisflies,A Free-living Caddisfly,Rhyacophila otica,Aquatic,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,Maybe,n/a ,,iNaturalist,,,,,,,,593,,,,,
ABPAU08010,Birds,Bank Swallow,Riparia riparia,Terrestrial,n/a,Yes,Maybe,n/a,n/a ,n/a ,Yes,n/a,n/a ,n/a,,n/a ,,,,,,,,,,594,,,,,
AFCHA05030,Fish,Brook Trout,Salvelinus fontinalis,Aquatic,n/a,n/a,n/a,n/a,n/a ,https://nalcc.databasin.org/datasets/2311cd4a3d304d04bca8585f081c34b1,n/a,n/a,n/a ,n/a,,n/a ,,,,,,,,,,595,,,,,
IILEPE9012,Lepidoptera,Northern Hairstreak,Satyrium favonius ontario,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,"BAMONA, iNaturalist",,,,,,,,596,,,,,
AAABF01040,Amphibians,Eastern Spadefoot,Scaphiopus holbrookii,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,Yes,,,,,,,,,,597,,,,,
ARACF14130,Reptiles,Eastern Fence Lizard,Sceloporus undulatus  ,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,,Yes,,,,,,,,,,598,,,,,
IILEY10060,Lepidoptera,Plain Schizura,Schizura apicalis,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,,n/a ,,"BAMONA, iNaturalist",,,,,,,,599,,,,,
AMAFB07047,Mammals,Eastern Fox Squirrel,Sciurus niger vulpinus,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,n/a,n/a ,n/a,,n/a ,,,,,,,,,,600,,,,,
ABNNF19020,Birds,American Woodcock,Scolopax minor,Terrestrial,Yes,Yes,,n/a,https://nalcc.databasin.org/maps/d4da1730b27b411dbeb6260f3c1158f8,n/a ,n/a,n/a,n/a ,n/a,,n/a ,,,,,,,,,,601,,,,,
ABPBX03050,Birds,Black-throated Blue Warbler,Setophaga caerulescens,Terrestrial,Yes,Yes,,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,,n/a ,,,,,,,,,,602,,,,,
ABPBX03240,Birds,Cerulean Warbler,Setophaga cerulea,Terrestrial,Yes,Yes,Yes,n/a,https://nalcc.databasin.org/maps/d4da1730b27b411dbeb6260f3c1158f8,n/a ,n/a,n/a,n/a ,n/a,,n/a ,,,,,,,,,,603,,,,,
ABPBX16010,Birds,Hooded Warbler,Setophaga citrina,Terrestrial,Yes,Yes,Yes,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,,n/a ,,,,,,,,,,604,,,,,
ABPBX03190,Birds,Prairie Warbler,Setophaga discolor,Terrestrial,Yes,Yes,,n/a,https://nalcc.databasin.org/maps/d4da1730b27b411dbeb6260f3c1158f8,n/a ,n/a,n/a,n/a ,n/a,,n/a ,,,,,,,,,,605,,,,,
ABPBX03120,Birds,Blackburnian Warbler,Setophaga fusca,Terrestrial,Yes,Yes,Yes,n/a,https://nalcc.databasin.org/maps/d4da1730b27b411dbeb6260f3c1158f8,n/a ,n/a,n/a,n/a ,n/a,,n/a ,,,,,,,,,,606,,,,,
ABPBX03230,Birds,Blackpoll Warbler,Setophaga striata,Terrestrial,n/a,Yes,Maybe,n/a,https://nalcc.databasin.org/maps/d4da1730b27b411dbeb6260f3c1158f8,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,,,,,,,,,607,,,,,
ABPBX03100,Birds,Black-throated Green Warbler,Setophaga virens,Terrestrial,Yes,Yes,,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,,n/a ,,,,,,,,,,608,,,,,
IIEPH21020,Mayflies,,Siphloplecton basale,Aquatic,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,Maybe,n/a ,,iNaturalist,,,,,,,,609,,,,,
ARADE03011,Reptiles,Eastern Massasauga,Sistrurus catenatus catenatus,Terrestrial,n/a,n/a,n/a,Yes - PNHP SGCN,n/a ,n/a ,Yes,Yes,n/a ,n/a,,Yes,,,,,,,,,,610,,,,,
IMGASJ2210,Snails,Shale Pebblesnail,Somatogyrus pennsylvanicus,Aquatic,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,Maybe,n/a ,,iNaturalist,,,,,,,,611,,,,,
AMABA01270,Mammals,Maryland Shrew,Sorex cinereus fontinalis,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,,n/a ,,,,,,,,,,612,,,,,
AMABA01210,Mammals,Long-tailed Shrew,Sorex dispar,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,n/a,n/a ,n/a,,n/a ,,,,,,,,,,613,,,,,
AMABA01153,Mammals,Northern Water Shrew,Sorex palustris albibarbis,Terrestrial,n/a,n/a,n/a,Yes - PNHP SGCN,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,,Possibly consider for Aquatic?,,,,,,,614,,,,,
AMABA01151,Mammals,West Virginia Water Shrew,Sorex palustris punctulatus,Terrestrial,n/a,n/a,n/a,Yes - PNHP SGCN,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,,Possibly consider for Aquatic?,,,,,,,615,,,,,
IIPLE0S090,Stoneflies,Powdermill Forestfly,Soyedina merritti,Aquatic,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,Maybe,n/a ,,iNaturalist,,,,,,,,616,,,,,
IILEX0B090,Lepidoptera,Great Ash Sphinx,Sphinx chersis,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,,n/a ,,"BAMONA, iNaturalist",,,,,,,,617,,,,,
AMAJF05010,Mammals,Eastern Spotted Skunk,Spilogale putorius,Terrestrial,n/a,n/a,n/a,n/a,n/a ,https://nalcc.databasin.org/datasets/6887b2b0d61a4f0195c44ec16e6dca29,Yes,n/a,n/a ,n/a,,n/a ,,,,,,,,,,618,,,,,
ABPBY06030,Birds,Pine Siskin,Spinus pinus,Terrestrial,Yes,Yes,,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,,n/a ,,,,,,,,,,619,,,,,
ABPBX65010,Birds,Dickcissel,Spiza americana,Terrestrial,n/a,Yes,Maybe,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,,,,,,,,,620,,,,,
ABPBX94050,Birds,Field Sparrow,Spizella pusilla,Terrestrial,Yes,Yes,,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,,n/a ,,,,,,,,,,621,,,,,
IMGAS98030,Snails,Bristled Slitmouth,Stenotrema barbatum,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,Maybe,n/a ,,iNaturalist,,,,,,,,622,,,,,
ABNNM08070,Birds,Common Tern,Sterna hirundo,Terrestrial,n/a,n/a,Yes,n/a,n/a ,n/a ,Yes,n/a,n/a ,n/a,,n/a ,,,,,,,,,,623,,,,,
IILEC01050,Lepidoptera,Gold-spotted Ghost Moth,Sthenopis auratus,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,,n/a ,,"BAMONA, iNaturalist",,,,,,,,624,,,,,
IMGAS24040,Snails,Maze Pinecone,Strobilops labyrinthicus,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,Maybe,n/a ,,iNaturalist,,,,,,,,625,,,,,
IMGAS24050,Snails,Southern Pinecone,Strobilops texasianus,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,Maybe,n/a ,,iNaturalist,,,,,,,,626,,,,,
ABPBXB2020,Birds,Eastern Meadowlark,Sturnella magna,Terrestrial,Yes,Yes,,n/a,https://nalcc.databasin.org/maps/d4da1730b27b411dbeb6260f3c1158f8,n/a ,n/a,n/a,n/a ,n/a,,n/a ,,,,,,,,,,627,,,,,
IILEYG0010,Lepidoptera,--,Sutyna privata,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,,n/a ,,"BAMONA, iNaturalist",,,,,,,,628,,,,,
IIPLE19320,Stoneflies,Shenandoah Sallfly,Sweltsa palearata,Aquatic,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,Maybe,n/a ,,iNaturalist,,,,,,,,629,,,,,
AMAEB01090,Mammals,Appalachian Cottontail,Sylvilagus obscurus,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,n/a,n/a ,n/a,,n/a ,,,,,,,,,,630,,,,,
IIODO61010,Odonates,Blue-faced Meadowhawk,Sympetrum ambiguum,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,,n/a ,,"Odonata Central, iNaturalist",,,,,,,,631,,,,,
IIODO61040,Odonates,Saffron-winged Meadowhawk,Sympetrum costiferum,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,,n/a ,,"Odonata Central, iNaturalist",,,,,,,,632,,,,,
ARAAD08012,Reptiles,Eastern Box Turtle,Terrapene carolina carolina,Terrestrial,n/a,n/a,n/a,n/a,https://nalcc.databasin.org/maps/d4da1730b27b411dbeb6260f3c1158f8,n/a ,Yes,n/a,n/a ,n/a,,Yes,,,,,,,,,,633,,,,,
ARADB36010,Reptiles,Shorthead Garter Snake,Thamnophis brachystoma,Terrestrial,n/a,n/a,n/a,Yes - PNHP SGCN,n/a ,n/a ,Yes,Yes,n/a ,n/a,,Yes,,,,,,,,,,634,,,,,
ARADB36120,Reptiles,Eastern Ribbonsnake,Thamnophis sauritus,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,Yes,,,,,,,,,,635,,,,,
#N/A,Craneflies,Williams' Crane Fly,Tipula williamsiana,,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,Maybe,n/a ,,iNaturalist,,,,,,,,636,,,,,
IILEW05050,Lepidoptera,Tolype Moth,Tolype notialis,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,"BAMONA, iNaturalist",,,,,,,,637,,,,,
IMGASA1160,Snails,Baffled Three-tooth,Triodopsis fraudulenta,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,Maybe,n/a ,,iNaturalist,,,,,,,,638,,,,,
IMGASA1200,Snails,Atlantic Threetooth,Triodopsis juxtidens,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,Maybe,n/a ,,iNaturalist,,,,,,,,639,,,,,
IMGASA1390,Snails,Dished Three-tooth,Triodopsis vulgata,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,n/a,n/a ,n/a,,n/a ,,iNaturalist,,,,,,,,640,,,,,
ABPBG09050,Birds,Winter Wren,Troglodytes hiemalis,Terrestrial,Yes,Yes,,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,,n/a ,,,,,,,,,,641,,,,,
IICLL20020,Springtails,Heller Cave Springtail,Typhlogastrura helleri,Subterranean,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,Yes - dataset is forthcoming,n/a,Maybe,n/a ,,iNaturalist,,,,,,,,642,,,,,
ABNSA01010,Birds,Barn Owl,Tyto alba,Terrestrial,n/a,Yes,Maybe,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,,,,,,,,,643,,,,,
AFCHC03010,Fish,Central Mudminnow,Umbra limi,Aquatic,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,,,,,,,,,644,,,,,
AFCHC03020,Fish,Eastern Mudminnow,Umbra pygmaea,Aquatic,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,,,,,,,,,645,,,,,
IIPLE1D010,Stoneflies,Gaspe Sallfly,Utaperla gaspesiana,Aquatic,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,Maybe,n/a ,,iNaturalist,,,,,,,,646,,,,,
IMGASE5080,Snails,Three-ridge Valvata,Valvata tricarinata,Aquatic,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,Maybe,n/a ,,iNaturalist,,,,,,,,647,,,,,
ABPBX01030,Birds,Golden-winged Warbler,Vermivora chrysoptera,Terrestrial,Yes,Yes,,n/a,n/a ,https://nalcc.databasin.org/datasets/04275ea2e72948df8623f8287c9959bb,Yes,n/a,n/a ,n/a,,n/a ,,,,,,,,,,648,,,,,
ABPBX01020,Birds,Blue-winged Warbler,Vermivora cyanoptera,Terrestrial,Yes,Yes,,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,,n/a ,,,,,,,,,,649,,,,,
IMGAS20450,Snails,Crested Vertigo,Vertigo cristata,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,Maybe,n/a ,,iNaturalist,,,,,,,,650,,,,,
IMGAS20200,Snails,Blade Vertigo,Vertigo milium,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,Maybe,n/a ,,iNaturalist,,,,,,,,651,,,,,
